,url,caption1
773,https://audiostock.net/audio/1159774/play,Prey-hungry thing (guchagucha) 01
774,https://audiostock.net/audio/1117587/play,Balloon fricative 02
775,https://audiostock.net/audio/806497/play,Sound of spraying 4
776,https://audiostock.net/audio/1084622/play,Coins that fall into the can 25
777,https://audiostock.net/audio/1189309/play,"For harps / educational / kids / telops, etc."
778,https://audiostock.net/audio/1223013/play,[Japanese style] Taiko popon
779,https://audiostock.net/audio/1147161/play,Ping pawn papon (notification sound)
780,https://audiostock.net/audio/1107134/play,Jingle / Scene change / Xylophone / Up / Open
781,https://audiostock.net/audio/1255588/play,Lighting switch locker 01-08 (War
782,https://audiostock.net/audio/1141443/play,Title telop sound 06
783,https://audiostock.net/audio/1091017/play,The sound of waving cloth or clothes (weak) 04
784,https://audiostock.net/audio/1133643/play,Bell SE Ping Pong Pan
785,https://audiostock.net/audio/1249672/play,Decision sound (game application menu screen)
786,https://audiostock.net/audio/1224887/play,The sound of pulling a sword out of its sheath 2
787,https://audiostock.net/audio/1270089/play,Kabuki Iyo ~ Pompon with flute
788,https://audiostock.net/audio/145175/play,"Button, cursor, operation sound ""beep"""
789,https://audiostock.net/audio/1087659/play,Toy car horn
790,https://audiostock.net/audio/1191007/play,Retro animation system sound 02-1 (high)
791,https://audiostock.net/audio/130297/play,Enter / Click / Select sound (beep)
792,https://audiostock.net/audio/1235664/play,hazard lights inside
793,https://audiostock.net/audio/1154366/play,"Pyun (laser production, etc.) S3-5"
794,https://audiostock.net/audio/18597/play,Discharge 1 (Bili Bibi ... Bathoon Bali ...
795,https://audiostock.net/audio/1225711/play,The sound of picking up the handset of the intercom
796,https://audiostock.net/audio/796937/play,DJ play scratch noise 6 triple
797,https://audiostock.net/audio/1159402/play,Onomatopoeia shines 03-5 (low and short)
798,https://audiostock.net/audio/1252773/play,"""Shah ♪"" Rhythm Game Long Notes"
799,https://audiostock.net/audio/21075/play,Gentle button short sound
800,https://audiostock.net/audio/1091656/play,Pon! Pop UI sound
801,https://audiostock.net/audio/1184998/play,Bright and simple system sound effect
802,https://audiostock.net/audio/1086418/play,Keane Phi Phi ③ Machine Robot
803,https://audiostock.net/audio/1144912/play,"Japanese style gorgeous SE (koto, Japanese drum, New Year, Japan)"
804,https://audiostock.net/audio/1238536/play,Bluesy match hand
805,https://audiostock.net/audio/1120693/play,Unplug the washbasin 02
806,https://audiostock.net/audio/1156672/play,[Environmental sound] A car running away on a summer night
807,https://audiostock.net/audio/1141567/play,Movie / Notice / Telop / Title / OP
808,https://audiostock.net/audio/1266424/play,"Pyrroline (button, get item)"
809,https://audiostock.net/audio/1155912/play,Loop is possible! 30-second electronic sound inspired by AI
810,https://audiostock.net/audio/1111626/play,Nishi-Aizu Town - Lotus Inn - The Sound of Natural Mineral Hot Spring Water Gushing Out
811,https://audiostock.net/audio/1121421/play,It is the sound of playing with sand with a shovel.
812,https://audiostock.net/audio/1279093/play,Company / Sound Logo / Title / Education / Health
813,https://audiostock.net/audio/1092685/play,Glitter Bell Notice Announcement 14
814,https://audiostock.net/audio/1240051/play,[Environmental sound] Convectional rain shelter
815,https://audiostock.net/audio/1255602/play,Lighting switch locker 01-21 (far)
816,https://audiostock.net/audio/1151103/play,Picone! Pop and positive impression sound
817,https://audiostock.net/audio/1196202/play,Shakin / Magic / Mysterious f
818,https://audiostock.net/audio/1277674/play,Pico / electronic sound / decision / digital / selection b
819,https://audiostock.net/audio/802701/play,Retro game style / Chinese style jingle 2
820,https://audiostock.net/audio/1155713/play,"Great recovery, healing B02"
821,https://audiostock.net/audio/806496/play,Sound of spraying 3
822,https://audiostock.net/audio/1273057/play, Machine button press sound E
823,https://audiostock.net/audio/1091960/play,Hyoshigi Kang! 3
824,https://audiostock.net/audio/1251754/play,Sound of SONAR (Sound navigation and ranging) in the deep sea A
825,https://audiostock.net/audio/131130/play,Slashing sound (swords and swords / stabbing sound effect) 15
826,https://audiostock.net/audio/1272923/play,"Glitter, recovery sound_C"
827,https://audiostock.net/audio/1118257/play,Explosion impact sound Dawn impact 12
828,https://audiostock.net/audio/1126719/play,"【Japanese nature sound 】The sound of water dripping, the sound of dripping water, a stream"
829,https://audiostock.net/audio/1268165/play,Puzzle game / combo / success / 5th
830,https://audiostock.net/audio/1227852/play,"Vocoder Voice Jingle ""Drop"""
831,https://audiostock.net/audio/1227696/play,"Vocoder Voice Jingle ""Next"""
832,https://audiostock.net/audio/1237168/play,Whoosh sound effect that feels unpleasant
833,https://audiostock.net/audio/1235860/play,ventilation speed 4 inside
834,https://audiostock.net/audio/1100701/play,Strong loud explosion cannon cannon
835,https://audiostock.net/audio/147968/play,New Year 琴 Japanese style Japanese musical instrument 1
836,https://audiostock.net/audio/1126403/play,The sound of putting ice in a glass
837,https://audiostock.net/audio/105254/play,"Pico (Operation sound of games, apps etc. 02)"
838,https://audiostock.net/audio/1250989/play,quadcopter pulling away slow outside
839,https://audiostock.net/audio/1095446/play,Blinking / comical / movement / walking / sticking
840,https://audiostock.net/audio/1114198/play,[Environmental sound] Sound of construction site
841,https://audiostock.net/audio/1235881/play,The sound of the door closing with a profound feeling
842,https://audiostock.net/audio/389910/play,ting (striking a pet bowl with a wooden stick)
843,https://audiostock.net/audio/942179/play,"""Pip"" sound _01"
844,https://audiostock.net/audio/1116898/play,Operation sound of cute characters
845,https://audiostock.net/audio/1130187/play,Running sound when riding a train 2
846,https://audiostock.net/audio/1271605/play,Futuristic and beautiful sound logo eye catch
847,https://audiostock.net/audio/1277377/play,[Environmental sound] The buzz of leaves
848,https://audiostock.net/audio/1084038/play,Beyond and comically spring-bouncy SE
849,https://audiostock.net/audio/1178901/play,Title Telop (Hi) 07
850,https://audiostock.net/audio/823742/play,"[Live recording] Fishing, reeling 13"
851,https://audiostock.net/audio/995600/play,Cute sound 26 for Youtube / TV
852,https://audiostock.net/audio/1246210/play,Wow (monster barks)
853,https://audiostock.net/audio/1120916/play,"Ascension, ecstasy, sound of heaven 05"
854,https://audiostock.net/audio/1155618/play,Magic effect_recovery_healing
855,https://audiostock.net/audio/1161957/play,Mute Trumpet / A comical phrase / Down / With reverb
856,https://audiostock.net/audio/1084941/play,Funk snare 04-normal 01
857,https://audiostock.net/audio/1094829/play,The sound of touching the strings of an electric guitar by hand
858,https://audiostock.net/audio/1171959/play,Phantom bird bark treble
859,https://audiostock.net/audio/1244309/play,Impressive scene sound effects Piano and glitter
860,https://audiostock.net/audio/145179/play,"Button, cursor, operation sound ""beep"""
861,https://audiostock.net/audio/1160901/play,Stupid metal sound 1
862,https://audiostock.net/audio/1024688/play,Pune (decision)
863,https://audiostock.net/audio/139114/play,Pawn: Sonar's radar sound (loop possible)
864,https://audiostock.net/audio/1128839/play,"Characters, windows, etc. appear on the monitor"
865,https://audiostock.net/audio/1235856/play,"turn on, idle, turn off inside"
866,https://audiostock.net/audio/1110946/play,Slash with a sword (short sound for games)
867,https://audiostock.net/audio/838768/play,Audience laughter (long lazy) TV woman
868,https://audiostock.net/audio/1245218/play,The sound of pulling out a katana
869,https://audiostock.net/audio/1156524/play,Electronic sound with telop
870,https://audiostock.net/audio/1223684/play,"Comical weakness sound effect ""Beyond the Beyond"""
871,https://audiostock.net/audio/1071638/play,Environmental sound of bell worms Loop specification
872,https://audiostock.net/audio/1240699/play,Decision sound (on the game app button)
873,https://audiostock.net/audio/1268169/play,Puzzle game / combo / success / 8th
874,https://audiostock.net/audio/1162712/play,Mute Trumpet / A very comical phrase / Down / With delay
875,https://audiostock.net/audio/1120538/play,Closet close 03
876,https://audiostock.net/audio/1188855/play,Level up the brass and get items
877,https://audiostock.net/audio/1190654/play,Environmental sound-Atmosphere under an elevated road with heavy traffic
878,https://audiostock.net/audio/1139869/play,The sound of revenge
879,https://audiostock.net/audio/1255601/play,Lighting switch locker 01-20 (far)
880,https://audiostock.net/audio/1250862/play,quadcopter video recording start
881,https://audiostock.net/audio/1154351/play,"Pyun (laser production, etc.) S4-6"
882,https://audiostock.net/audio/1223295/play,Game application decision sound picon
883,https://audiostock.net/audio/1274591/play,Spocking sound coming out with reverberation 4 late
884,https://audiostock.net/audio/1223026/play,"Creepy laughter, game over, horror d"
885,https://audiostock.net/audio/1159638/play,Pilon (decision)
886,https://audiostock.net/audio/1225190/play,Page turning sound
887,https://audiostock.net/audio/1021380/play,Gun setting
888,https://audiostock.net/audio/1094487/play,Sound to answer the quiz correctly
889,https://audiostock.net/audio/1235705/play,key out of steering wheel inside 4
890,https://audiostock.net/audio/1225713/play,The sound of hanging the handset of the intercom
891,https://audiostock.net/audio/1262031/play,Electronic sound of a character eating something
892,https://audiostock.net/audio/1176294/play,"Drop pencil, roll (clank)"
893,https://audiostock.net/audio/1091849/play,"Sound of waves [Ohama coast, Tokushima, summer, evening]"
894,https://audiostock.net/audio/1091935/play,hyoshigi Kakan! 1
895,https://audiostock.net/audio/1274351/play,Bright title logo display sound by synth
896,https://audiostock.net/audio/1205096/play,Company / Sound Logo / Title / Education / Health
897,https://audiostock.net/audio/148307/play,"Tongue low (button, start sound)"
898,https://audiostock.net/audio/1235713/play,lights on inside 4
899,https://audiostock.net/audio/13292/play,Loafers cut the bass and treble of the sound of waves ...
900,https://audiostock.net/audio/1088040/play,Xylophone 02-18 (Fast length 3 descent)
901,https://audiostock.net/audio/1084324/play,"The sound of water, the sound of the wind, the chirping of birds"
902,https://audiostock.net/audio/1126736/play,Dododon! Eye catch spreads early
903,https://audiostock.net/audio/1242273/play,Enter / click / select sound / UI (picon)
904,https://audiostock.net/audio/1130126/play,Horse racing The sound of the race gate opening
905,https://audiostock.net/audio/1226874/play,Open the can 02
906,https://audiostock.net/audio/67510/play,"Shaan (glitter system, bell, decision)"
907,https://audiostock.net/audio/1087938/play,Xylophone 03-02 (Polyphony 1-2)
908,https://audiostock.net/audio/805264/play,"Cute accent sounds that can be used in telops, etc."
909,https://audiostock.net/audio/1149527/play,Decision sound / start sound Poron
910,https://audiostock.net/audio/1263497/play,Metal iron shield collision impact
911,https://audiostock.net/audio/955515/play,"Japanese style jingle of Edo, Japan, shamisen and koto"
912,https://audiostock.net/audio/1115529/play,The sound of stones and rocks falling to the ground is loud
913,https://audiostock.net/audio/1120515/play,Balloon fricative 28
914,https://audiostock.net/audio/54848/play,Appeared Fanfare
915,https://audiostock.net/audio/931655/play,Switch sound (Kachan)
916,https://audiostock.net/audio/1236565/play,"Walking footsteps (leather shoes, puddle) loop possible"
917,https://audiostock.net/audio/1006370/play,Radio Imaging Fx 
918,https://audiostock.net/audio/1188191/play,Paper bag rough 07
919,https://audiostock.net/audio/1083971/play,Packing 06
920,https://audiostock.net/audio/1073849/play,Bilibili (electrical and metallic noise)
921,https://audiostock.net/audio/1201749/play,"Shoulder hit, grab chest, hit sound"
922,https://audiostock.net/audio/1277635/play,Light swipe sound
923,https://audiostock.net/audio/1235587/play,back seat down inside 2
924,https://audiostock.net/audio/1072585/play,Sound of chanting or activating magic # 19
925,https://audiostock.net/audio/1246347/play,Wow (monster barks)
926,https://audiostock.net/audio/1265185/play,The sound of sweeping the garden with a bamboo stick ~ Shah ♪
927,https://audiostock.net/audio/842877/play,Light Hope Exit Enlightenment #1 Eye Catch
928,https://audiostock.net/audio/1277654/play,Light wipe sound
929,https://audiostock.net/audio/832260/play,Audience applause 100 people TV open program
930,https://audiostock.net/audio/1144135/play,Camera burst mode shutter sound (14 shots)
931,https://audiostock.net/audio/1272360/play,Menu / Operation / App / Select / Tap
932,https://audiostock.net/audio/1100767/play,Poiwa-n Kalimba gentle sound effect 2
933,https://audiostock.net/audio/1250940/play,quadcopter arriving slow outside
934,https://audiostock.net/audio/1140874/play,Click mouse double click sound
935,https://audiostock.net/audio/1210997/play,"Churn (system sound, middle)"
936,https://audiostock.net/audio/1141442/play,Title telop sound 05
937,https://audiostock.net/audio/1252829/play,Horror / Tension / Approach / Fear / Tension / Fan
938,https://audiostock.net/audio/1167054/play,Sword sword
939,https://audiostock.net/audio/1118982/play,"Glittering app decision sound, operation sound, telop"
940,https://audiostock.net/audio/1263294/play,Cicada barks. The tone of insects in the summer of Japan. Live recording
941,https://audiostock.net/audio/1248446/play,Convertible jingle pop bright and beautiful
942,https://audiostock.net/audio/1177205/play,Put the sword in the scabbard and pull it out for almost 2 seconds.
943,https://audiostock.net/audio/1279089/play,Company / Sound Logo / Title / Education / Health
944,https://audiostock.net/audio/1115976/play,Logo sound A04
945,https://audiostock.net/audio/1223410/play,Enemy character melts
946,https://audiostock.net/audio/1182046/play,"Flashbacks, thoughts, awareness"
947,https://audiostock.net/audio/1102343/play,SE that winds a little heavy fern and screw
948,https://audiostock.net/audio/1091001/play,"Disturbing, mysterious, serious sound"
949,https://audiostock.net/audio/1116908/play,The sound of jumping with a spring
950,https://audiostock.net/audio/1234540/play,"Pyrroline (get items, change scenes)"
951,https://audiostock.net/audio/1083965/play,Packing 01
952,https://audiostock.net/audio/1092749/play,Glitter Bell Notice Announcement 29
953,https://audiostock.net/audio/1235482/play,Live music Fugofugo Cuica Part 3
954,https://audiostock.net/audio/1273372/play,Japanese style jingle fanfare click sound
955,https://audiostock.net/audio/54890/play,Voice laughter
956,https://audiostock.net/audio/1111347/play, The bell rings (With reverberation)
957,https://audiostock.net/audio/1123444/play,The sound of water dripping
958,https://audiostock.net/audio/1233949/play,Pop and cute attention / announcement etc. [3]
959,https://audiostock.net/audio/1223341/play,Enter / click / select sound / UI
960,https://audiostock.net/audio/832266/play,Audience applause about 50 people TV open program
961,https://audiostock.net/audio/1149239/play,Soft atmosphere system sound effects
962,https://audiostock.net/audio/1259638/play,fireworks launch sound and plosive sound double shot with early reflections
963,https://audiostock.net/audio/796455/play,Piano / Pawn / Ticker / Chord / Reverb
964,https://audiostock.net/audio/1224317/play,The sound of drawing a line with a ruler and mechanical pencil
965,https://audiostock.net/audio/1107138/play,Jingle / Scene change / Xylophone / Up / Open
966,https://audiostock.net/audio/1222400/play,Triangle 03-2 (short)
967,https://audiostock.net/audio/1235474/play,Live music Fugofugo Cuica Part 12
968,https://audiostock.net/audio/1092679/play,Glitter Bell Notice Announcement 09
969,https://audiostock.net/audio/1250978/play,quadcopter battery insert 3
970,https://audiostock.net/audio/1265732/play,Glittering and bright chime SE
971,https://audiostock.net/audio/1117202/play,Rising sound Pitch: B09 Length: 1000ms
972,https://audiostock.net/audio/1086777/play,"Shooting a bow and arrow, wielding a whip, Hyun 1"
973,https://audiostock.net/audio/1033016/play,Shakuhachi live performance with classical-style reverberation sound 10
974,https://audiostock.net/audio/1226201/play,Car-Engine (starting sound of car)
975,https://audiostock.net/audio/1146839/play,"""Pico"" decision sound O2, game style, midrange"
976,https://audiostock.net/audio/1167438/play,Horseless 02
977,https://audiostock.net/audio/1181760/play,Environmental sound Waterside sound
978,https://audiostock.net/audio/823730/play,"[Live recording] Fishing, reeling 02"
979,https://audiostock.net/audio/52765/play,Passing over the helicopter (20 meters above the sky)
980,https://audiostock.net/audio/1225186/play,Sound of a disposable lighter (100 yen lighter)
981,https://audiostock.net/audio/857910/play,Shakuhachi live performance Classic style with reverberation # 10
982,https://audiostock.net/audio/1209424/play,"Item acquisition, recovery, rising sound, no effect"
983,https://audiostock.net/audio/142869/play,Psie (sound of steam)
984,https://audiostock.net/audio/826318/play,Place the ASMR pottery mug on the desk
985,https://audiostock.net/audio/1133637/play,"Bright and distracting sound for transformation, quizzes, etc."
986,https://audiostock.net/audio/1177190/play,"The sound of popping light, fantastic and mysterious"
987,https://audiostock.net/audio/1088094/play,Wood block 01-4 (middle)
988,https://audiostock.net/audio/990376/play,Magnificent and victorious fanfare 2
989,https://audiostock.net/audio/1095531/play,24_Simple bell_UI_Decision_Selection sound
990,https://audiostock.net/audio/1223599/play,Leather jacket zipper up 2 binaural left rear
991,https://audiostock.net/audio/1268443/play,tablet candy package shaking sound C
992,https://audiostock.net/audio/1123256/play,Descending pitch: G # 09 Length: 1500ms
993,https://audiostock.net/audio/1091969/play,Hyoshigi Reverb Yes Kakan! 2
994,https://audiostock.net/audio/1271323/play,Clock alarm 03-10 (far middle roux)
995,https://audiostock.net/audio/1195636/play,Scene change | Digital C
996,https://audiostock.net/audio/1232352/play,Company / Sound Logo / Title / Education / Health
997,https://audiostock.net/audio/1255510/play,Chime School 05-04 (Fast Chief)
998,https://audiostock.net/audio/145002/play,"Button, cursor, operation sound ""beep"""
999,https://audiostock.net/audio/1104222/play,Pico (decision sound)
1000,https://audiostock.net/audio/1129969/play,Notification sound ・ Lower (C0 to C-1)
1001,https://audiostock.net/audio/1091670/play,Powerful white noise and electronic sound
1002,https://audiostock.net/audio/1142709/play,Open the old door
1003,https://audiostock.net/audio/1153851/play,"""Beben"" shamisen sound, power chord"
1004,https://audiostock.net/audio/889122/play,"Double-click sound search, please register!"
1005,https://audiostock.net/audio/1195418/play,Movie / Eyecatch / Power / Opening f
1006,https://audiostock.net/audio/1167256/play,Japanese-style sound effects and eye-catching New Year celebrations
1007,https://audiostock.net/audio/823239/play,Sound of sword / sword
1008,https://audiostock.net/audio/1084957/play,Funk HH05-Pedal 02-Weak
1009,https://audiostock.net/audio/1249696/play,Decision sound (game application menu screen)
1010,https://audiostock.net/audio/1114096/play,Door creak 02
1011,https://audiostock.net/audio/1228632/play,Brave appearance Jingle A lit
1012,https://audiostock.net/audio/1111624/play,"Nishi-Aizu Town - Rice Fields Spreading over the Areas of Matsuo, Morino, and Kayamoto"
1013,https://audiostock.net/audio/1188336/play,Large single-cylinder motorcycle engine start
1014,https://audiostock.net/audio/1176326/play,A tense piano phrase. Suspense
1015,https://audiostock.net/audio/144999/play,"Button, cursor, operation sound ""beep"""
1016,https://audiostock.net/audio/1162436/play,Pilon (decision)
1017,https://audiostock.net/audio/1226686/play,"Single note for music production with real viola, C♯4"
1018,https://audiostock.net/audio/1268171/play,Puzzle game / combo / success / 10th
1019,https://audiostock.net/audio/1246328/play,Wow (monster barks)
1020,https://audiostock.net/audio/1084372/play,Glitter label system sound
1021,https://audiostock.net/audio/1086429/play,Pune ② Falling sound effect
1022,https://audiostock.net/audio/1170506/play,Running sound of old trains
1023,https://audiostock.net/audio/1085587/play,Creepy Clock Spirit Photography Urban Legend Horror 4 o'clock
1024,https://audiostock.net/audio/1201295/play,Opening sound 02 / Drawer / Chest of drawers / Storage
1025,https://audiostock.net/audio/1083972/play,Packing 07
1026,https://audiostock.net/audio/860986/play,Voice of Emma cricket 2
1027,https://audiostock.net/audio/1276402/play,Crispy sound of eating toasted bread B
1028,https://audiostock.net/audio/1197769/play,"Japanese-style eye-catching of tatari, ghosts, and scary stories"
1029,https://audiostock.net/audio/1268219/play,Chord sound with a passionate nylon guitar
1030,https://audiostock.net/audio/1235863/play,window down medium inside
1031,https://audiostock.net/audio/1101225/play,[Raw sound] Jahn [Powerful Tsugaru shamisen]
1032,https://audiostock.net/audio/1245868/play,bathtub
1033,https://audiostock.net/audio/1223027/play,"Snap button button fastening,coin purse."
1034,https://audiostock.net/audio/1241180/play,Ending phrase. refreshing.
1035,https://audiostock.net/audio/1102345/play,SE that slowly winds the mainspring
1036,https://audiostock.net/audio/53089/play,Blow the cop's whistle twice
1037,https://audiostock.net/audio/1234539/play,"Pyrroline (get items, change scenes)"
1038,https://audiostock.net/audio/1255603/play,Lighting switch locker 01-22 (far away)
1039,https://audiostock.net/audio/1275645/play,"Simple selection sound, Poco_B"
1040,https://audiostock.net/audio/1198250/play,Cheers [wine glass] 01
1041,https://audiostock.net/audio/1122941/play,A refreshing and futuristic jingle
1042,https://audiostock.net/audio/1160257/play,The sound of a large iron automatic door opening
1043,https://audiostock.net/audio/104586/play,Kibitaki's twitter (bright and loud voice)
1044,https://audiostock.net/audio/806508/play,Sound of spraying with pump spray bottle 6
1045,https://audiostock.net/audio/1188190/play,Paper bag rough 06
1046,https://audiostock.net/audio/801783/play,Title SE ver01 (calm sound)
1047,https://audiostock.net/audio/1154336/play,Sound of construction machine 1
1048,https://audiostock.net/audio/1087926/play,Xylophone 04-21 (Slow and short 1 rise)
1049,https://audiostock.net/audio/1230479/play,Match 01-08 (Shake)
1050,https://audiostock.net/audio/1119408/play,Gab_6
1051,https://audiostock.net/audio/1269464/play,Company / Sound Logo / Title / Education / Health
1052,https://audiostock.net/audio/1085025/play,"Sound effects: explosion (long), lightning, gunshot"
1053,https://audiostock.net/audio/805270/play,"Cute accent sounds that can be used in telops, etc."
1054,https://audiostock.net/audio/1236571/play,Running footsteps (sandy beach / desert) loop possible
1055,https://audiostock.net/audio/1268583/play,Kitchen timer 01-09 (roll)
1056,https://audiostock.net/audio/971634/play,Jingle with cute vocal chops
1057,https://audiostock.net/audio/1093325/play,Sounds like when you cast magic
1058,https://audiostock.net/audio/1094467/play,Sound to answer the quiz correctly
1059,https://audiostock.net/audio/1092082/play,"Refreshing app / decision / start ""Piron"""
1060,https://audiostock.net/audio/1273696/play,Eat Caramel popcorn - 24
1061,https://audiostock.net/audio/1268627/play,"Vane! Bjorn! Spring! Noise, treble"
1062,https://audiostock.net/audio/1259044/play,Computer electronic sound
1063,https://audiostock.net/audio/1247605/play,Bright and simple system sound effect
1064,https://audiostock.net/audio/1255610/play,Lighting switch locker 01-29 (far)
1065,https://audiostock.net/audio/1117252/play,Rising sound Pitch: F # 09 Length: 500ms
1066,https://audiostock.net/audio/1252744/play,"Kawaii sound effect ""Cupine ♪"""
1067,https://audiostock.net/audio/1107935/play,Delayed jingle bell
1068,https://audiostock.net/audio/1261967/play,Poco's comical eye-catching SE
1069,https://audiostock.net/audio/1229092/play,Company / Sound Logo / Title / Education / Health
1070,https://audiostock.net/audio/136739/play,Winking (blink) Beep Beep
1071,https://audiostock.net/audio/1186559/play,Boiled sound 5-cooking
1072,https://audiostock.net/audio/1211034/play,Live performance trombone blow part 6
1073,https://audiostock.net/audio/1130035/play,Balun! Koton ... Pens are scattered and roll
1074,https://audiostock.net/audio/1160895/play,"Impact impact, cinematic heartbeat premonition"
1075,https://audiostock.net/audio/1089298/play,【Japanese nature sound 】Field Recording Sparrow 1 Morning atmosphere (Chun Chun) Tokyo Roppongi Early Morning 
1076,https://audiostock.net/audio/1138927/play,Pontsuchi (button sound / decision sound)
1077,https://audiostock.net/audio/1197632/play,The sound of coins spinning and stopping on the desk
1078,https://audiostock.net/audio/1120699/play,Chew the candy (opening) 01
1079,https://audiostock.net/audio/1103935/play,Sound of iron hitting violently VS battle image
1080,https://audiostock.net/audio/150320/play,Simple notification sound _ 01
1081,https://audiostock.net/audio/1120875/play,Transparent collision sound (D4)
1082,https://audiostock.net/audio/1124984/play,Valve 1
1083,https://audiostock.net/audio/1100581/play,Alarm / Siren / Alarm (no reverberation)
1084,https://audiostock.net/audio/1162459/play,Pilon (decision)
1085,https://audiostock.net/audio/145012/play,"Button, cursor, operation sound ""beep"""
1086,https://audiostock.net/audio/1224377/play,[Environmental sound] Waterfall in the mountains
1087,https://audiostock.net/audio/1230477/play,Match 01-06 (rough)
1088,https://audiostock.net/audio/1246287/play,Wow (monster barks)
1089,https://audiostock.net/audio/978874/play,Comical Dongara Gashan!
1090,https://audiostock.net/audio/54879/play,Scene temple bell
1091,https://audiostock.net/audio/888869/play,Bird Conversation 01
1092,https://audiostock.net/audio/1249082/play,Glittering cute _15
1093,https://audiostock.net/audio/1151323/play,Battle theme ♪
1094,https://audiostock.net/audio/1184193/play,The sound of opening the door
1095,https://audiostock.net/audio/857916/play,Shakuhachi live performance Classic style with reverberation # 6
1096,https://audiostock.net/audio/1255615/play,Lighting switch American toggle 01-02
1097,https://audiostock.net/audio/1100577/play,Alarm / Siren / Alarm (with reverberation)
1098,https://audiostock.net/audio/1255592/play,Lighting switch locker 01-12 (War
1099,https://audiostock.net/audio/1247949/play,"Building work [steel structure, using hammer]"
1100,https://audiostock.net/audio/1141320/play,beep! (Electronic sound such as timer)
1101,https://audiostock.net/audio/1225646/play,Sound of moving the metal handle 
1102,https://audiostock.net/audio/1209038/play,Kodan-Hariogi-Hariogi-Harisen 
1103,https://audiostock.net/audio/1118956/play,Pot lid 18
1104,https://audiostock.net/audio/1137994/play,Anime style failure sound 02
1105,https://audiostock.net/audio/1252746/play,"Kawaii sound effect ""Cupine ♪"""
1106,https://audiostock.net/audio/1087903/play,Xylophone 04-04 (Fast length 2 descent)
1107,https://audiostock.net/audio/1088037/play,Xylophone 02-16 (Fast length 2 descent)
1108,https://audiostock.net/audio/1133919/play,Scene change | Simple Piano Phrase A
1109,https://audiostock.net/audio/104466/play,Close the wooden door (slightly strong)
1110,https://audiostock.net/audio/1276610/play,Decision sound (game application menu screen)
1111,https://audiostock.net/audio/1260543/play,"Wind chimes, waves [June, morning, Nanbu Tekki, Tainohama]"
1112,https://audiostock.net/audio/145172/play,"Button, cursor, operation sound ""beep"""
1113,https://audiostock.net/audio/1237206/play,Fire a dark energy explosive bullet of a magical weapon
1114,https://audiostock.net/audio/1118469/play,Shui! _ Simple cursor sound_2
1115,https://audiostock.net/audio/1083945/play,Break the paper 20
1116,https://audiostock.net/audio/1188631/play,"Shakin Killan ☆ Shine of light, magic 37"
1117,https://audiostock.net/audio/1257572/play,"Buttons, cursors, operation sounds ""Poron"""
1118,https://audiostock.net/audio/1187161/play,Plunk! (crisp notification sound / low)
1119,https://audiostock.net/audio/1276635/play,Decision sound (game application menu screen)
1120,https://audiostock.net/audio/1155926/play,In the video! 15 seconds of electronic sound inspired by AI
1121,https://audiostock.net/audio/1094002/play,The sound of opening the drawer in the freezer of a medium-sized refrigerator
1122,https://audiostock.net/audio/1270105/play,Kabuki Iyo ~ (Snare drum) Cocoon
1123,https://audiostock.net/audio/1104083/play, ~ Japan ~ Jingle 2 that feels the four seasons ♪
1124,https://audiostock.net/audio/1191834/play,Refreshing and beautiful sound logo eye catch
1125,https://audiostock.net/audio/1205004/play,Comical / motion / motion / scene change
1126,https://audiostock.net/audio/139108/play,Pan: documentary-like piano sounds
1127,https://audiostock.net/audio/1200443/play,Koto jingle with the image of cherry blossoms
1128,https://audiostock.net/audio/1155715/play,"Decision sound, start sound G07"
1129,https://audiostock.net/audio/1233206/play,Operation sound of a pico-pico machine / SF / Robot
1130,https://audiostock.net/audio/1203132/play,Whistle whistle 2
1131,https://audiostock.net/audio/1086522/play,Pune sound effect that sounds continuously ⑤
1132,https://audiostock.net/audio/1111462/play,Presentation title display (image of water)
1133,https://audiostock.net/audio/1264328/play,Horror suspense scene change
1134,https://audiostock.net/audio/1235594/play,CD load
1135,https://audiostock.net/audio/1204454/play,"     Sharin (bells, shrines, kagura bells)"
1136,https://audiostock.net/audio/941749/play,"""Here it is"" The sound of kicking _20"
1137,https://audiostock.net/audio/1268575/play,Kitchen timer 01-02 (alarm)
1138,https://audiostock.net/audio/1194589/play,"[Environmental sounds] Summer forest (cicadas, birds' voices)"
1139,https://audiostock.net/audio/1260100/play,"Pyrroline (button, get item)"
1140,https://audiostock.net/audio/1148877/play,Katan! Twirl ~ Falling and rolling coins
1141,https://audiostock.net/audio/1274349/play,Bright title logo display sound
1142,https://audiostock.net/audio/1210399/play,Smartphone phone ring tone
1143,https://audiostock.net/audio/1188679/play,Acoustic SE that colors the memories of youth
1144,https://audiostock.net/audio/1089307/play,"【Japanese nature sound 】Field Recording Bulbul 2 Solo Easy to use May, Machida, Tokyo"
1145,https://audiostock.net/audio/1108218/play,Shamisen sound effect Dozen
1146,https://audiostock.net/audio/158759/play,Accommodation Recovery Eye Catch Jingle
1147,https://audiostock.net/audio/1260580/play,"Pyrroline (button, get item)"
1148,https://audiostock.net/audio/1123262/play,Down note Pitch: A # 09 Length: 1000ms
1149,https://audiostock.net/audio/156324/play,Xylophone jingles that can be used in a heartwarming scene
1150,https://audiostock.net/audio/1267387/play,[Environmental sound] Quiet night rain loop specifications
1151,https://audiostock.net/audio/1106267/play,Aiming set lock-on
